trackName,artistName,msPlayed
Make Eem Run!,Bass Santana,13624
Top Shelf (feat. Bipolar Sunshine),Whethan,13598
Perfect Imperfections,Sylvan LaCue,13572
In The Air (feat. BlocBoy JB),Rico Nasty,13560
Coldest Winter,Kanye West,13555
Skyline To,Frank Ocean,13530
I Love It (& Lil Pump),Kanye West,13519
Hide-and-seek,REASON,13506
Programs,Mac Miller,13506
Cherry P.I.E.,$uicideBoy$,13504
I Don't Care (with Justin Bieber),Ed Sheeran,13493
Pop Out Again (feat. Lil Baby & Gunna),Polo G,13491
Close To Me - Red Velvet Remix,Ellie Goulding,13489
untitled 05 | 09.21.2014.,Kendrick Lamar,13484
Wish - Trippie Mix,Diplo,13480
First Began,PJ Morton,13478
MEGATRON,Nicki Minaj,13438
Da Real HoodBabies,Lil Gotit,13432
Who Want The Smoke?,Lil Yachty,13430
Pop,Ari Lennox,13430
Pumpkin Attack on Mommy and Daddy,Xiu Xiu,13424
Be Like You (feat. Broods),Whethan,13422
Guppy,Choker,13415
REUNION,Thouxanbanfauni,13412
Three Man Weave,Injury Reserve,13402
Because Of You,Ne-Yo,13395
Adults Swim,Ski Mask The Slump God,13366
Redemption (with Babes Wodumo),Zacari,13356
Savage Time (& Metro Boomin),Big Sean,13356
What Am I To Do,Mick Jenkins,13351
I Against I - Recorded at Spotify Studios NYC,Denzel Curry,13348
LMK WHATS,Kelela,13322
Love Never Blossoms,Kid Trunks,13315
Thimble,Quiet Bison,13292
Lose Yourself to Dance,Daft Punk,13210
Castaway,Yuna,13204
Thinking Bout You,Ariana Grande,13197
Slide,Aminé,13172
Who I Am,Pusha T,13172
Try Me - Live At The Apollo Theater/1962,James Brown,13170
Situations,Freddie Gibbs,13160
Juice,Lizzo,13154
I'm A Thug Pt. 2,YG,13128
Leviathan,G-Eazy,13088
Surrounded By Heads And Bodies,The 1975,13034
Adam & Eve,Calboy,13034
Taylor,Q Da Fool,13014
So Many Feelings,EARTHGANG,13002
When Everything Was New,Flume,12992
Hood Pope,A$AP Ferg,12990
3 Nights,Dominic Fike,12987
Get Low (with Liam Payne),Zedd,12978
Note to Self,J. Cole,12958
Get Free,Mereba,12956
The Devil's Den,Skrillex,12950
Cash Out,Calvin Harris,12945
RICK ROSS,Gyyps,12929
Houdini,Huncho Jack,12906
Houdini,Pivot Gang,12896
"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)",DJ Khaled,12866
Caught Up,Caleborate,12860
Some,Steve Lacy,12820
The Whole Of The Moon,Kirin J Callinan,12730
That's Right - Explicit Album Version,Three 6 Mafia,12730
Money On Me (feat. Anderson .Paak),Snakehips,12725
R.E.M,Ariana Grande,12716
Strike a Pose (feat. Aitch),Young T & Bugsey,12710
Envy Me,Calboy,12705
365,Zedd,12695
Triumph,Pitbull,12667
Goosebumpz (Bonus Track),Mac Miller,12663
Mink on the Floor,Metro Boomin,12658
Hello - Live,J. Cole,12648
Starbucks,cupcakKe,12640
prequel,Tabby,12638
Dreams and Nightmares,Meek Mill,12630
Stripper Bowl,Migos,12530
Compton,Kendrick Lamar,12529
Skin,Mac Miller,12519
Just Us,Said the Sky,12510
Drama (feat. Big Data),NoMBe,12510
One Night,Lil Yachty,12501
Skyfall,JERHELL,12479
Love Me Again,PARTYNEXTDOOR,12463
cheesy,bbno$,12455
REDLIGHT - VIP,NGHTMRE,12448
In My Blood,Shawn Mendes,12393
Just Gang,P-Lo,12367
"God Is Fair, Sexy Nasty (feat. Kendrick Lamar)",Mac Miller,12366
Golden,Elujay,12347
Moksha,Choker,12324
MiAMi (feat. Gunna),Tory Lanez,12314
Free Fall - Kompany Remix,ILLENIUM,12300
Habits (Stay High) - Hippie Sabotage Remix,Tove Lo,12281
Love & Sacrifice,Sylvan LaCue,12275
Vivir Lo Nuestro,INDIA,12254
Hate Bein' Sober,Chief Keef,12250
Margiela Problems (feat. Blood Orange),MadeinTYO,12229
A Place for My Head,Linkin Park,12226
Violet Vibrato,B.o.B,12224
I Do Coke,Kill The Noise,12210
122 Days,$uicideBoy$,12148
Star67,Drake,12118
Redrum,Skepta,12097
Both of Us (feat. Taylor Swift),B.o.B,12090
Sex on Drugs,NoMBe,12061
I Told You/ Another One - Skit 2,Tory Lanez,12060
Infinity,Bas,12053
Party For One,Carly Rae Jepsen,12045
Shallow,Lady Gaga,12027
Money Machine,2 Chainz,12010
Ambitionz Az A Ridah,2Pac,11983
Aston Martin Music,Rick Ross,11976
Emotion,Ella Mai,11969
Disrespectin,88rising,11952
Summer Up,REASON,11947
Andromeda,Ghostemane,11942
Dark Red,Steve Lacy,11941
Sleepless Nights,ayokay,11933
PCH,Jaden,11916
No Role Modelz,J. Cole,11880
Roses,The Chainsmokers,11853
Kill Yourself (Part III),$uicideBoy$,11824
Distance (feat. Issa Gold & Erick The Architect),Beast Coast,11817
gold,EDEN,11793
Man Up,NoMBe,11770
Lover Is a Day,Cuco,11757
Don't Watch Me Cry,Jorja Smith,11738
Poolside Manor,88rising,11714
The Fever (Aye Aye),Death Grips,11700
Bitch!,Ugly God,11681
Carry On,Tkay Maidza,11670
Pimpin,Megan Thee Stallion,11665
Bullet From A Gun,Skepta,11657
The Subway Song,Delacey,11653
Love Yourself,Justin Bieber,11616
Into The Red,James Blake,11598
Start Again (feat. Fiora),Seven Lions,11570
Fallen (feat. Desiree Dawson) (WILLIAM BLACK Remix),ARMNHMR,11540
YEAH RIGHT,Joji,11522
Birds,Death Grips,11509
Why Won't You Make Up Your Mind?,Tame Impala,11502
Barely M.A.D.E. It (feat. B.J. The Chicago Kid),Freddie Gibbs,11466
Ride With Me,YG,11459
Don't Like.1 - Album Version (Edited),Kanye West,11440
out for the night,21 Savage,11402
What Can We Do? (feat. Nate Dogg),Anderson .Paak,11381
Can't Get Enough,J. Cole,11366
No Stylist,French Montana,11350
Always Like This,Bombay Bicycle Club,11349
Wanted,Kehlani,11336
Signing In,ALLBLACK,11292
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,11251
Lotta That (feat. A$AP Ferg & Danny Seth),G-Eazy,11194
Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,11187
The West,King Combs,11185
Did It,Cousin Stizz,11182
Lay It On Me (feat. Keiynan Lonsdale),Kasbo,11176
Melt,SHAED,11170
Zendaya (feat. J. Cole),Cozz,11164
Draft Day,Drake,11141
Black Dice,Death Grips,11117
Maybe,RICEWINE,11110
Balenciaga Challenge (feat. Offset),6LACK,11102
show me,San Holo,11077
Mood Swing Misery,Pouya,11064
ANGEL VOICES,Virtual Self,11059
Oom Sha La La,Haley Heynderickx,11040
Candy,Doja Cat,11029
Work (feat. Splurge),Q Da Fool,11006
Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),Three 6 Mafia,10990
Live Fast - PUBGM,Alan Walker,10979
Get Like Me (feat. NLE Choppa),Bhad Bhabie,10968
My Man,Delacey,10958
Blur,Lou The Human,10917
One of the Bredrins,Jai Paul,10893
Yao Ming,Gunna,10870
100 Shells (feat. YNW Melly),Yung Bans,10854
Ballin' Like Shareef,24kGoldn,10840
Do You Don't You,Haywyre,10830
MVP (feat. Smokepurpp) - NGHTMRE Remix,Flosstradamus,10816
Fuck Everybody,Sheck Wes,10787
L.E.S. Artistes,Santigold,10762
Get A Bag,Chance the Rapper,10740
Winnie,Ski Mask The Slump God,10738
Is It War,B.o.B,10729
No Lies (feat. Wiz Khalifa),Ugly God,10722
Under the Sun,Arden Park Roots,10700
Choosy (feat. Chris O'Bannon & ALLBLACK),Nef The Pharaoh,10668
Naked,Sabrina Claudio,10666
Wanna Know,Sabrina Claudio,10658
Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE),Snakehips,10603
Hide and Seek (Blue),Fatai,10599
Candyman,Zedd,10538
6PM In New York,Drake,10534
4 AM,2 Chainz,10517
Trap House,French Montana,10497
Hungry Ham (feat. Skrillex & Crystal Caines),A$AP Ferg,10483
Tempo (feat. Missy Elliott),Lizzo,10461
I Feel It Coming,The Weeknd,10452
EX - Remix,Kiana Ledé,10451
Lonely (with Chandler Leighton),ILLENIUM,10447
Nose,Smokepurpp,10434
Wish You Were Here,Pink Floyd,10404
Remember Me,Smokepurpp,10394
Valentine,YK Osiris,10388
Hello?!,Injury Reserve,10374
All In,LUCKI,10365
32 Ave Intro,Denzel Curry,10356
SOLVED THE PROBLEM,Comethazine,10331
Maggot Brain,Funkadelic,10317
Broke +-,Jay Rock,10274
Ghost Voices,Virtual Self,10272
Trampoline,SHAED,10270
Girls Like You - WondaGurl Remix,Maroon 5,10254
listen before i go,Billie Eilish,10237
back again,flor,10230
love somebody like you,joan,10224
Scisssssssors,Xiu Xiu,10212
Treat You Better,Shawn Mendes,10198
#PROUDCATOWNERREMIX,XXXTENTACION,10197
REDLIGHT - Crankdat Remix,NGHTMRE,10192
Do It,T.I.,10174
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,10170
Doin' My Job,T.I.,10170
watch out!,Rich Brian,10148
The Ringer,Eminem,10146
Blame It On Me,Post Malone,10122
Fairplay,Kiana Ledé,10117
Say My Name,David Guetta,10113
Good Gas,MadeinTYO,10106
Plastic Boogie,King Gizzard & The Lizard Wizard,10101
Kill Tek Piece (feat. Lil Mosey),Warhol.SS,10076
Koto,ODESZA,10042
MotorSport,Migos,10038
Feel The Fire - MEMBA Remix,pluko,10032
Like Me,Joey Bada$$,10028
Tick Tock (feat. 2 Chainz),Lil Xan,10017
Bloom,ODESZA,10013
Loving You (feat. Ty Dolla $ign),Trey Songz,10009
I'm Like A Bird,Nelly Furtado,10000
Welcome To Heartbreak,Kanye West,10000
Prada Process (feat. 6LACK),Guapdad 4000,9986
Open It Up,Higher Brothers,9981
Huey Knew THEN (feat. Da$H),Ab-Soul,9961
Houdini,Death Grips,9959
BATTY BOYZ,MF DOOM,9959
Drive Slow / Taste Like Heaven,REASON,9945
Let's Get Ready!,Peppa Pig,9937
Icon,Jaden,9914
"Chariot (feat. Meek Mill, Lil Durk & Young Thug)",Calboy,9871
Lean Wit Me,Juice WRLD,9871
Kill You,Eminem,9863
Poledancer (feat. Megan Thee Stallion),Wale,9838
Sobriety,Shakewell,9822
Nightmare,"Tyler, The Creator",9815
Pose To Do (feat. French Montana and Quavo),Lil Pump,9787
90210,Wale,9776
Off the Lot (feat. Mereba),EARTHGANG,9772
River (feat. Ed Sheeran),Eminem,9755
HUNCHO DREAMS,Quavo,9736
Be Careful,Snoh Aalegra,9714
Win (feat. Kenny Beats),Q Da Fool,9707
Lost Boys,Death Grips,9683
Say My Name,NIKI,9663
High Fashion,Travis Scott,9659
Are You Bored Yet? (feat. Clairo),Wallows,9609
The One (feat. Jada),Alina Baraz,9605
My Side,Drake,9595
"I walked her home, for the first time",killedmyself,9595
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,9587
As If It's Your Last,BLACKPINK,9556
WeChat,Higher Brothers,9546
Welcome To My Life,Simple Plan,9529
FUCK 12 (feat. Offset),Quavo,9526
Came2Kill,XXXTENTACION,9518
Papillon,Jackson Wang,9516
Body Smile,dvsn,9455
Superman Is Dead,Pouya,9443
I Wanna Know,Alesso,9433
Immortal,Trippie Redd,9431
Surf,King Combs,9425
Niks Cadeau,Safi,9400
Know Me,DPR LIVE,9400
Morning Glory,Kehlani,9397
Changing of the Seasons,Two Door Cinema Club,9390
Spongebob,billy woods,9378
New God Flow - Live from Spotify SXSW 2014,Pusha T,9370
To Whom It May Concern,Ghostemane,9368
Good Guy (feat. Jessie Reyez),Eminem,9354
Fictions,Shallou,9326
LOL,Bass Santana,9318
High On Life (feat. Bonn),Martin Garrix,9306
Purple,Fatai,9285
Just A Memory (feat. Regina Spektor),ODESZA,9272
King Of Teens,Lil Yachty,9263
Unforgettable,French Montana,9260
Jumpsuit,Twenty One Pilots,9259
Neither Meaning nor Justice,Deathspell Omega,9258
Slow Down,Maverick Sabre,9250
Next Song,DaBaby,9243
Beelzeboss (The Final Showdown),Tenacious D,9200
Now and Later,Sage The Gemini,9164
Champagne,90's Kids,9161
Wasted On You,Louis Futon,9160
Purple Sand (My Home),Big Wild,9150
Lalala,Y2K,9130
Do You Feel Like You Have No One to Turn to?,Yayyoung,9121
Just Escape - Justin Martin Remix,Escape,9119
RAW (backwards) [feat. Zacari],Ab-Soul,9114
Bookoo Bread Co,Scallops Hotel,9110
White Sand,Migos,9101
Shotta (feat. Megan Thee Stallion),Young Nudy,9088
Surreal,Louis Futon,9080
After the Love Has Gone,"Earth, Wind & Fire",9079
Chasing the Moon,Mereba,9031
I'm Waiting For The Man,The Velvet Underground,9030
A B Y S S,1788-L,9017
All The Shine,Childish Gambino,9010
Love It If We Made It,The 1975,9003
One Dance,Drake,8951
Big Fish,Chance the Rapper,8948
Lost in You,khai dreams,8931
"Do or Die (feat. MoGwop, Fresco & Chris O'bannon)",DJ Bugsy,8927
NUMBERS,Thouxanbanfauni,8917
No Regrets (feat. Krewella),KSHMR,8914
Yeah Yeah,Jaden,8912
Facebook Story,Frank Ocean,8908
Leave Me Alone,Flipp Dinero,8904
LUV,Tory Lanez,8902
Intro,YBN Nahmir,8880
Phoenix Radio 033,Phoenix Radio,8874
Brighter,Paramore,8872
Papa's Got A Brand New Bag,James Brown,8830
Carry On,XXXTENTACION,8815
High For Hours,J. Cole,8797
OMG (with Carly Rae Jepsen) - MOTi Remix,Gryffin,8795
"Those Who Can't, Cheat",Clarence Clarity,8790
Star Signs,The Underachievers,8779
Hard Place,H.E.R.,8767
PICK IT UP (feat. A$AP Rocky),Famous Dex,8751
Paper Planes,M.I.A.,8744
West Savannah (feat. SZA),Isaiah Rashad,8734
Mars For The Rich,King Gizzard & The Lizard Wizard,8727
You & The 6,Drake,8719
Quesadilla,WALK THE MOON,8717
Barefoot Desert,King Gizzard & The Lizard Wizard,8689
Confess,Logic,8670
I've Seen Footage,Death Grips,8663
To Have And Have Not,$uicideBoy$,8661
Body,Dreezy,8650
Le Café bleu,Soha,8648
All We Do,Trey Songz,8616
Institutionalized,Kendrick Lamar,8614
Sincerity Is Scary,The 1975,8607
Mango - Mountain Version,Choker,8605
The Birds Are Sweetly Singing,Current 93,8601
Born 2 Live,O.C.,8581
MT1 t29r2,Aphex Twin,8573
Lean on Me,Jose Guapo,8555
Next Girl,The Black Keys,8547
People Get Up And Drive Your Funky Soul - Remix,James Brown,8540
Poppin Bottles (feat. Drake),T.I.,8514
Do You Love Her Now,Jai Paul,8505
Highlights,Kanye West,8501
New Birth in New England,Phosphorescent,8485
Fentanyl,Black Thought,8440
Hello (feat. Lil Pump) - Bonus Track,Ugly God,8436
Fuck LA,ScHoolboy Q,8432
Killing 2 Birds With 22 Stones ($UICIDEBOY$ X TRAVIS BARKER),$uicideBoy$,8421
Gassed Up!,XXXTENTACION,8419
Alone,Slayyyter,8404
I Care - Intro,ILLENIUM,8395
Divinity - filous Remix,Porter Robinson,8369
Soul Sacrifice,Dombresky,8368
There She Goes Again,The Velvet Underground,8360
Feelin' Myself,will.i.am,8344
More Than Ever,LUCKI,8338
Millennium Freestyle,JPEGMAFIA,8337
Sister,Prince,8333
Forever (feat. Elohim),Ekali,8329
RERUN (feat. Travis Scott),Quavo,8328
The Return,Logic,8320
BOBBY (feat. My Dad),Logic,8301
ONCE UPON A TIME (FREESTYLE),IDK,8298
Yikes,Kanye West,8298
Sherane a.k.a Master Splinter’s Daughter,Kendrick Lamar,8298
Style Ain’t Free (feat. Offset),Moneybagg Yo,8297
Maghreb Gang (feat. French Montana & Khaled),Farid Bang,8281
I Guess I Just Feel Like,John Mayer,8266
What I've Done,Linkin Park,8257
Minetta Creek,Blood Orange,8253
Bussin (feat. Lil Pump),Blueface,8241
Momma,Kendrick Lamar,8231
Spar (feat. 6LACK & Kodak Black),Dreezy,8228
Thuggin’,Freddie Gibbs,8215
The Ballad of the Hulk,Bill Callahan,8175
My Nigga,YG,8173
Hater,KEY!,8155
Red Flags,Guapdad 4000,8153
SideLine Watching (Hold Up),Lil Uzi Vert,8151
Dance Monkey,Tones and I,8150
The Castle In The Air,King Gizzard & The Lizard Wizard,8144
Racks On Me,D Savage,8137
Problem,Ariana Grande,8110
Martyrs,Mick Jenkins,8109
See You In My Nightmares,Kanye West,8108
Elixia,Mord Fustang,8083
Trust Issues,Drake,8077
TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,Tory Lanez,8076
Molly,Lil Pump,8072
Time,Sebastian Mikael,8072
Why You Do Me so? (feat. Jpegmafia),Toyomansi,8065
Heart Attack,Scarlxrd,8055
SMUCKERS,"Tyler, The Creator",8050
Foolsong,Still Woozy,8036
Love Lockdown,Kanye West,8026
U and I,Ski Mask The Slump God,8025
Case 19 (feat. 6ix9ine),Jasiah,8014
5200,ScHoolboy Q,7992
Barefoot In The Park (feat. ROSALÍA),James Blake,7992
Between the Breaths,Mitski,7986
SOPRANO,Duckwrth,7967
I Know,Big Sean,7966
Zoeyzo (Ofosho),Jacin Trill,7959
Young Hearts,NoMBe,7948
Skrillex Orchestral Suite by Varien,Skrillex,7947
REDBLUE (feat. J.I.D),Rapsody,7946
Wake Up (feat. Chance the Rapper),Tee Grizzley,7936
Selfish,Sylvan LaCue,7931
Bouncin (feat. Offset),Kiana Ledé,7926
Bussdown,Gucci Mane,7925
ON UR MIND,Ne-Yo,7924
Ride,Twenty One Pilots,7918
Don't Know What To Do,BLACKPINK,7845
Motivation,Normani,7839
Lighters,Bad Meets Evil,7818
The Invisible Girl,Parov Stelar Trio,7752
Rocket,Choker,7722
Feel No Ways,Drake,7722
I'm Not Sorry,DEAN,7717
Imperium - Dillon Francis Remix,Madeon,7712
STAINS,BROCKHAMPTON,7707
Underwater,RÜFÜS DU SOL,7705
How U Feel,1200 Banksy,7687
Section 8 (feat. Young Thug),Lil Baby,7675
Knockout,Yung Gravy,7660
Messy Love,Mura Masa,7647
Blue Slide Park,Mac Miller,7643
I Be On,YG,7630
Cry,Alison Wonderland,7612
Euthanasia,Pissgrave,7612
Only 1 (Interlude) (with Travis Scott),Metro Boomin,7594
Take Care,Young Thug,7586
Backwards (feat. Meek Mill),Gucci Mane,7580
Gold Soul Theory,The Underachievers,7561
Boy,ODESZA,7557
Of Course We Ghetto Flowers (feat. Playboi Carti & Offset),Lil Uzi Vert,7554
Easy Bake (feat. Kendrick Lamar & SZA),Jay Rock,7535
Try Me,The Weeknd,7530
She Knows,J. Cole,7526
Forever,Tory Lanez,7492
Lonely People,B.o.B,7491
This Song Sucks,Tabby,7484
Hard In The Paint,Waka Flocka Flame,7476
Trampoline - Jauz Remix,SHAED,7470
Die Wit Em,ScHoolboy Q,7466
Forgiveness,Paramore,7456
The Ghetto,Too $hort,7440
Your Soul,Hippie Sabotage,7439
Thunder Man,Xavier Wulf,7434
Beautiful People (feat. Khalid),Ed Sheeran,7422
Government Plates,Death Grips,7418
Bad To The Bone,Little Simz,7403
Song for You,David Dilin,7402
Girls Love Beyoncé (feat. James Fauntleroy),Drake,7389
Tsunami,Young Thug,7378
Nothing to Me,Snoh Aalegra,7377
Crazy in Love - Electro Swing Version,Swing Republic,7375
Ice Cream,Rico Nasty,7375
Word Is Bond,YG,7372
Getaway Car,Taylor Swift,7355
Feels Right,Alina Baraz,7344
BLACK BALLOONS | 13LACK 13ALLOONZ - Cancrejo Remix,Denzel Curry,7330
Purple Swag REMIX,A$AP Rocky,7329
Broke Leg (with Quavo & Tyga),Tory Lanez,7309
I'll Fly Away,Kanye West,7307
Fuck That,Death Grips,7292
I Wish I Missed My Ex,Mahalia,7287
go with u,BAYNK,7286
Cyber Stockholm Syndrome,Rina Sawayama,7280
Give It Up,Marco McKinnis,7240
Like You,Emeryld,7240
Can We Pretend (feat. Cash Cash),P!nk,7236
Adding To The Chatter,Mike Vargas,7221
"Heart 2 Heart (feat. Meek Mill, Arin Ray, Rose Gold)",YG,7214
Don't Believe The Hype,Public Enemy,7208
So Hard to Breathe,B.o.B,7197
I Know You (feat. Yung Pinch),Lil Skies,7188
Feeling,Juice WRLD,7177
Jodye,A$AP Rocky,7173
Adlibs Pt. 2,Jay Critch,7164
Bridge Over Troubled Water,Simon & Garfunkel,7163
Pressure,Paramore,7151
Drifter,Hippie Sabotage,7148
Never Goin' Broke (feat. Kehlani),Iamsu!,7146
What I Am,Edie Brickell & New Bohemians,7141
I Don't Like,Chief Keef,7140
System Blower,Death Grips,7138
Loot,$uicideBoy$,7136
Medley: I Found Someone/Why Do You Do Me Like You Do/I Want You So Bad - Live At The Apollo Theater/1962/Single Mix,James Brown,7130
Welcome 2 Hell,Bad Meets Evil,7121
F.N,Lil Tjay,7111
Guava Tea,Choker,7094
Let's Get Lost (feat. Devon Baldwin),G-Eazy,7088
Poof,Pi’erre Bourne,7087
Alley-Oop (feat. iDA HAWK),Big Wild,7086
PIE,Future,7071
Dat $tick (Remix) (feat. Ghostface Killah & Pouya),Rich Brian,7070
Gold Dust,Galantis,7064
Ready For Whatever,T.I.,7062
10 Bands,Joyner Lucas,7062
Guerrilla Radio,Rage Against The Machine,7037
What The F,B.o.B,7037
Some Way,NAV,7031
Circle,Edie Brickell & New Bohemians,7028
Big Dick Energy,Rico Nasty,7022
make up,Ariana Grande,6998
I'LL SEE YOU IN 40,Joji,6998
4everybody,LUCKI,6994
Tumblr Pussy,J.K. The Reaper,6976
"Touchin, Lovin (feat. Nicki Minaj)",Trey Songz,6971
Delirious,Prince,6970
Mount Sinai,$uicideBoy$,6970
Calling My Spirit,Kodak Black,6967
Hood (feat. Baby Uiie),HoodRich Pablo Juan,6961
SWIM,BROCKHAMPTON,6957
Dreams,NERO,6953
Cruel Summer,Bananarama,6950
Bonfire,Childish Gambino,6946
Don't Burn Baby,Sly & The Family Stone,6940
Na Na,Trey Songz,6936
Bring Da Ruckus,Wu-Tang Clan,6930
Let It Go,Playboi Carti,6929
Dr. West - Skit,Eminem,6925
Faded,Alan Walker,6920
Esskeetit,Lil Pump,6905
COME THRU,Joji,6903
Cosmic Warrior,Kid Cudi,6900
Now That I Found You,Carly Rae Jepsen,6872
Bag Season,Felly,6859
Stand Tall,Childish Gambino,6853
Stupid,MILKK,6832
Hasta Luego,JID,6825
Gorgeous,Kanye West,6785
Eden,NoMBe,6774
Never Been - Remix,Wiz Khalifa,6756
White Rose,Tkay Maidza,6756
Show Me,ODESZA,6752
I Luv Dem Strippers,2 Chainz,6747
Lord Willin',Logic,6743
Red Roses (feat. Landon Cube),Lil Skies,6720
Still Slummin',Lute,6720
Splashin,Rich The Kid,6711
L,Jaden,6708
Fire Squad - Live,J. Cole,6707
Very Special (Bless Bless),Felly,6706
Weak,AJR,6698
Drake Era,JPEGMAFIA,6690
We Love All,Sly & The Family Stone,6690
Scammin (feat. Mozzy),Guapdad 4000,6688
"Charleville 9200, Pt. II",Snoh Aalegra,6679
Him & I (with Halsey),G-Eazy,6657
Gat Damn,Freddie Gibbs,6650
Dangerous (feat. Joywave),Big Data,6647
Big Dusty,Joey Bada$$,6637
The Race,Wiz Khalifa,6634
Toronto,KEY!,6630
BUFFALO (feat. Shane Powers),"Tyler, The Creator",6618
Monkey Wrench,Foo Fighters,6617
Friends,NIKI,6608
Caroline,Aminé,6591
Piece of Mind,Joey Bada$$,6574
Skydive II (feat. 6LACK),Boogie,6553
Put Yo Hands Up,Marshmello,6553
Detox,Skepta,6532
100 Degrees,tobi lou,6531
Dangled,cupcakKe,6522
Handsome,Chance the Rapper,6491
Corpus Christi,Kevin Abstract,6473
QUE PRETENDES,J Balvin,6460
II. No Exit,Childish Gambino,6452
So Appalled,Kanye West,6451
The Time Is Now,Atreyu,6448
"New York, New York",The Game,6442
Sosa Pain,Chief Keef,6440
The Good Part,AJR,6435
City of Ocala,A Day To Remember,6431
The Documentary 2,The Game,6422
Big House,Death Grips,6392
FeRRis WhEEL (feat. Trippie Redd),Tory Lanez,6390
A Passage To Bangkok,Rush,6377
E,Jaden,6377
Jamba,"Tyler, The Creator",6370
Time (feat. Snoh Aalegra),Boogie,6368
Apparently - Live,J. Cole,6364
Wen Uuu,Shlohmo,6360
When Two Are One,Atreyu,6355
Goddamn (feat. A Boogie wit da Hoodie),Tyga,6351
Cash Pronto (feat. Offset),Jose Guapo,6338
I Am A God,Kanye West,6337
Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,6311
The Worst,Jhene Aiko,6307
Pop Style,Drake,6306
Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell),Mike WiLL Made-It,6306
All In,Kid Cudi,6303
Rainbow,Kacey Musgraves,6302
Blackout,4B,6300
Ambition (feat. Meek Mill & Rick Ross),Wale,6293
C'Mon,Kesha,6280
Show U Off (feat. Lil Uzi Vert),Lud Foe,6278
Lil Haiti Baby,Future,6270
Nostalgia,Chance the Rapper,6260
dayfly,DEAN,6245
Negro,Chief Keef,6240
Lost My Mind,Dillon Francis,6231
Last Week in H Tx,Megan Thee Stallion,6228
The Art of Peer Pressure,Kendrick Lamar,6227
Petrol Bliss,Choker,6220
Closer to the Sun,Slightly Stoopid,6219
Love Sosa,Chief Keef,6190
On My Way,Alan Walker,6190
BUMPY'S MESSAGE,MF DOOM,6173
Delusional Shone,Denzel Curry,6172
Boyz,M.I.A.,6169
High,Tory Lanez,6149
Copenhagen,Jeremih,6122
Poppin' My Collar - feat. Project Pat - Explicit,Three 6 Mafia,6110
Is There More,Drake,6101
A Brand New Day (BTS World Original Soundtrack) [Pt. 2],BTS,6100
Same Bitches (feat. G-Eazy & YG),Post Malone,6097
Always,SOB X RBE,6080
Yamborghini Dream (feat. Young Thug),Lil Uzi Vert,6077
Celebrate,Anderson .Paak,6072
Uptown,Prince,6067
RED LIGHT,Future,6055
Why You Mad (feat. Famous Dex),Jose Guapo,6051
Far Away,Slushii,6050
Vacation,Jed Wyatt,6043
Lonely Boy,The Black Keys,6040
Every Day,Magic Man,6038
Skin,Breaking Benjamin,6036
Slide Away,Miley Cyrus,6032
DANGEROUS,Comethazine,6020
Sycamore Tree,Xiu Xiu,6018
It Takes A Muscle,M.I.A.,6013
Family Affair - Single Version,Sly & The Family Stone,6010
Baby,Summer Walker,6009
"Coast/Clear (feat. Kirk Knight, Nyck Caution & Issa Gold)",Beast Coast,6008
Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),Kid Cudi,6000
5:55,Sylvan LaCue,5993
Nova Baby,The Black Keys,5987
Bombtrack,Rage Against The Machine,5982
I'm Illy,T.I.,5980
Look What You Made Me Do,Taylor Swift,5970
Wyrd,Glass Animals,5961
Nothing Wrong (feat. Goldlink),88rising,5941
Alley Oop,Yung Gravy,5938
Let's Pretend We're Married,Prince,5930
Money Man,A$AP Mob,5930
When I'm Gone,Wiz Khalifa,5927
Opps (with Yugen Blakrok),Vince Staples,5914
Be Like Me (feat. Lil Wayne),Lil Pump,5901
Electric Touch,A R I Z O N A,5890
Superposition,King Gizzard & The Lizard Wizard,5887
Fine China,Future,5868
LOLSMH,EARTHGANG,5863
Momma,Lil Yachty,5863
Speedin’ Bullet 2 Heaven - Acoustic Demo,Kid Cudi,5858
LUV - Skit,Tory Lanez,5856
Bring Me To Life,Evanescence,5851
3 a.m.,Eminem,5836
SEATTLE,Sam Kim,5820
Survival,Eminem,5818
New Light,John Mayer,5798
Monica Lewinsky,SAINt JHN,5785
Quirk,Flume,5784
Wait,Sabrina Claudio,5784
I Remember,A Day To Remember,5781
Buck Shots,A$AP Rocky,5772
Look What I Got,Big K.R.I.T.,5759
777,Kid Trunks,5740
Lovalot,M.I.A.,5737
Criminal (feat. Rick Ross),Miguel,5734
Overtime,ScHoolboy Q,5722
Way To Break My Heart (feat. Skrillex),Ed Sheeran,5720
PetSmart,cupcakKe,5715
Whuss The Deal,Shoreline Mafia,5702
